step,ing_min,ing_max,ing_mean,ing_p99,ing_stddev,ing_max_mean,qry_min,qry_max,qry_mean,qry_p99,qry_stddev,qry_max_mean,ing_moves,qry_moves,ing_churn,catchup_count,catchup_load
2364,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2365,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2366,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2367,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2368,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2369,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2370,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2371,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2372,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2373,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2374,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2375,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2376,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2377,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2378,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2379,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2380,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2381,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2382,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2383,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2384,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2385,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2386,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2387,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2388,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2389,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2390,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2391,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2392,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2393,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2394,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2395,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2396,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2397,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2398,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2399,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2400,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2401,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2402,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2403,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2404,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2405,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2406,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2407,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2408,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2409,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2410,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2411,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2412,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2413,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2414,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2415,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2416,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2417,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2418,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2419,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2420,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2421,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2422,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2423,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2424,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2425,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2426,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2427,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2428,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2429,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2430,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2431,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2432,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2433,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2434,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2435,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2436,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2437,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2438,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2439,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2440,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2441,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2442,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2443,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2444,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2445,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2446,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2447,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2448,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2449,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2450,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2451,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2452,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2453,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2454,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2455,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2456,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2457,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2458,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2459,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2460,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2461,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2462,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2463,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2464,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2465,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2466,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2467,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2468,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2469,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2470,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2471,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2472,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2473,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2474,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2475,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2476,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2477,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2478,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2479,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2480,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2481,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2482,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2483,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2484,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2485,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2486,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2487,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2488,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2489,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2490,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2491,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2492,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2493,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2494,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2495,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2496,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2497,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2498,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2499,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2500,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2501,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2502,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2503,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2504,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2505,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2506,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2507,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2508,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2509,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2510,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2511,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2512,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2513,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2514,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2515,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2516,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2517,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2518,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2519,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2520,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2521,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2522,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2523,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2524,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2525,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2526,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2527,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2528,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2529,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2530,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
2531,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2532,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2533,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2534,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
2535,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2536,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2537,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
2538,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
