step,ing_min,ing_max,ing_mean,ing_p99,ing_stddev,ing_max_mean,qry_min,qry_max,qry_mean,qry_p99,qry_stddev,qry_max_mean,ing_moves,qry_moves,ing_churn,catchup_count,catchup_load
964,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
965,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
966,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
967,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
968,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
969,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
970,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
971,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
972,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
973,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
974,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
975,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
976,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
977,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
978,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
979,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
980,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
981,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
982,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
983,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
984,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
985,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
986,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
987,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
988,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
989,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
990,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
991,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
992,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
993,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
994,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
995,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
996,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
997,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
998,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
999,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1000,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
1001,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1002,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1003,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1004,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1005,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1006,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1007,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1008,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1009,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1010,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
1011,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1012,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1013,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1014,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1015,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1016,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1017,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1018,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1019,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1020,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
1021,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1022,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1023,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1024,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1025,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1026,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1027,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1028,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1029,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1030,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
1031,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1032,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1033,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1034,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1035,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1036,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1037,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1038,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1039,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1040,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
1041,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1042,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1043,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1044,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1045,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1046,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1047,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1048,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1049,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1050,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
1051,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1052,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1053,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1054,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1055,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1056,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1057,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1058,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1059,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1060,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
1061,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1062,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1063,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1064,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1065,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1066,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1067,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1068,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1069,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1070,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
1071,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1072,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1073,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1074,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1075,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1076,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1077,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1078,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1079,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1080,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
1081,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1082,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1083,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1084,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1085,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1086,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1087,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1088,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1089,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1090,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
1091,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1092,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1093,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1094,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1095,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1096,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1097,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1098,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1099,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1100,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
1101,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1102,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1103,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1104,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1105,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1106,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1107,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1108,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1109,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1110,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
1111,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1112,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1113,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1114,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1115,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1116,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1117,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1118,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1119,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1120,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
1121,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1122,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1123,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1124,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1125,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1126,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1127,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1128,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1129,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1130,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,2,0.000000,0,0.0000
1131,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1132,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1133,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1134,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,1.8750,4.5575,2.8750,4.5575,0.8275,1.6825,0,0,0.000000,2,2.0341
1135,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1136,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1137,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1138,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
1139,0.0013,1.0000,0.1239,0.4894,0.1596,0.8761,0.0000,4.5575,2.8495,4.5575,0.8824,1.7080,0,0,0.000000,0,0.0000
